cod_cnpm|cod_cim|obs|den_produs|forma|concentr|firma|dci|ambalaj|grupa|pret_prod|pret_rid|pret_am|statut_frm|statut_anm|stare
ONGBRI0011|W54993009||ONGLYZA|COMPR. FILM.|5mg|BRISTOL-MYERS SQUIBB/ASTRAZENECA EEIG - MAREA BRITANIE|SAXAGLIPTIN|Cutie cu blister Al/Al perforat 30 x 1 comprimat filmat (3 ani)|A10BH03|147.0|161.7|197.4|MI|inovativ|
ONIITF0016|W55356001|!|ONIRIA 10mg/ml|PIC. ORALE, SOL.|10mg/ml|ITF PHARMA KERESKEDELMI ES SZOLGALTATO KFT. - UNGARIA|ZOLPIDEMUM|Cutie x 1 flacon din sticla bruna cu capacitate de 30ml cu picaturi orale, solutie prevazut cu o pipeta din PEJD si capac din PP/PEJD prevazut cu sistem de inchidere securizat pentru copii (4 ani)|N05CF02|40.51|46.18|60.41|MG|generic|DC
ONKAST0016|W42735002||ONKOTRONE|CONC. PT. SOL. INJ.|2mg/ml|BAXTER ONCOLOGY GMBH - GERMANIA|MITOXANTRONUM|Cutie x 1 flacon x 10ml conc. pt. sol. inj.; (3 ani)|L01DB07|525.48|555.48|643.62|MG|generic|
OPAALC0010|W12189001||OPATANOL 1mg/ml|PIC. OFT., SOL.|1mg/ml|ALCON LABORATORIES (UK) LTD - MAREA BRITANIE|OLOPATADINUM|Cutie x 1 flacon x 5ml solutie oftalmica (3 ani)|S01GX09|19.79|22.56|30.49|MI|inovativ|
OPHDAR0046|W52024001||OPHTAMESONE|SOL. OFT.|0.1%|DAR AL DAWA PHARMA SRL - ROMANIA|BETAMETHASONUM|Cutie x 1 flacon x 10ml|S01BA06|2.92|3.33|4.5|MG|generic|
OPRKRK0015|W53524002||OPRYMEA 0.088mg|COMPR.|0.088mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x 30 comprimate (blist Al/Al)|N04BC05|12.82|14.61|19.75|PMG|generic|
OPRKRK0023|W53525002||OPRYMEA 0.18mg|COMPR.|0.18mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x 30 comprimate (blist Al/Al)|N04BC05|11.49|13.1|17.7|PMG|generic|
OPRKRK0049|W60244001||OPRYMEA 0.26mg|COMPR. ELIB. PREL.|0.26mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x blistere (OPA/Al/DES/PE-Al) x 30 comprimate cu eliberare prelungita|N04BC05|41.04|46.79|61.2|MG|generic|
OPRKRK0057|W60240001||OPRYMEA 0.52mg|COMPR. ELIB. PREL.|0.52mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x blistere (OPA/Al/DES/PE-Al) x 30 comprimate cu eliberare prelungita|N04BC05|79.44|88.97|112.5|MG|generic|
OPRKRK0031|W53527002||OPRYMEA 0.7mg|COMPR.|0.70mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x 30 comprimate (blist Al/Al)|N04BC05|51.66|57.86|73.16|PMG|generic|
OPRKRK0065|W60241001||OPRYMEA 1.05mg|COMPR. ELIB. PREL.|1.05mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x blistere (OPA/Al/DES/PE-Al) x 30 comprimate cu eliberare prelungita|N04BC05|119.83|131.82|160.92|MG|generic|
OPRKRK0073|W60242001||OPRYMEA 1.57mg|COMPR. ELIB. PREL.|1.57mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x blistere (OPA/Al/DES/PE-Al) x 30 comprimate cu eliberare prelungita|N04BC05|179.56|197.52|241.13|MG|generic|
OPRKRK0081|W60243001||OPRYMEA 2.10mg|COMPR. ELIB. PREL.|2.10mg|KRKA D.D. NOVO MESTO - SLOVENIA|PRAMIPEXOLUM|Cutie x blistere (OPA/Al/DES/PE-Al) x 30 comprimate cu eliberare prelungita|N04BC05|204.63|225.09|274.79|MG|generic|
OPSACT0018|W60937001||OPSUMIT 10mg|COMPR. FILM.|10mg|ACTELION PHARMACEUTICALS DEUTSCHLAND GMBH - GERMANIA|MACITENTANUM|Cutie x blistere albe din folie opaca PVC-PE-PVDC/Al x 30 comprimate filmate|C02KX04|12843.89|12873.87|14070.69|MO|orfan|
OPTMAL0013|W60354004||OPTIMARK 500mmol/ml|SOL. INJ. IN FLACON|500mmol/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|GADOVERSETAMIDUM|Cutie x 10 flacoane x 10ml|V08CA06|794.3|824.3|936.64|MI|inovativ|
OPTMAL0021|W60354005||OPTIMARK 500mmol/ml|SOL. INJ. IN FLACON|500mmol/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|GADOVERSETAMIDUM|Cutie x 10 flacoane x 15ml|V08CA06|1085.9|1115.9|1254.48|MI|inovativ|
OPTMAL0039|W60354006||OPTIMARK 500mmol/ml|SOL. INJ. IN FLACON|500mmol/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|GADOVERSETAMIDUM|Cutie x 10 flacoane x 20ml|V08CA06|1875.0|1905.0|2114.6|MI|inovativ|
OPTMAL0047|W60355005||OPTIMARK 500mmol/ml|SOL. INJ. IN SERINGA PREUMPLUTA|500mmol/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|GADOVERSETAMIDUM|Cutie x 10 seringi preumplute x 10ml|V08CA06|868.3|898.3|1017.3|MI|inovativ|
OPTMAL0055|W60355006||OPTIMARK 500mmol/ml|SOL. INJ. IN SERINGA PREUMPLUTA|500mmol/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|GADOVERSETAMIDUM|Cutie x 10 seringi preumplute x 15ml|V08CA06|1162.3|1192.3|1337.76|MI|inovativ|
OPTMAL0063|W60355007||OPTIMARK 500mmol/ml|SOL. INJ. IN SERINGA PREUMPLUTA|500mmol/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|GADOVERSETAMIDUM|Cutie x 10 seringi preumplute x 20ml|V08CA06|1368.2|1398.2|1562.19|MI|inovativ|
OPTMAL0071|W60355008||OPTIMARK 500mmol/ml|SOL. INJ. IN SERINGA PREUMPLUTA|500mmol/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|GADOVERSETAMIDUM|Cutie x 10 seringi preumplute x 30ml|V08CA06|1959.1|1989.1|2206.27|MI|inovativ|
OPTMAL0089|W60587006||OPTIRAY ®  300|SOL. INJ. / PERF.|636mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 50ml solutie injectabila/perfuzabila (3 ani)|V08AB07|570.6|600.6|692.8|MI|inovativ|
OPTMAL0097|W60587010||OPTIRAY ®  300|SOL. INJ. / PERF.|636mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 100ml solutie injectabila/perfuzabila (3 ani)|V08AB07|1079.9|1109.9|1247.94|MI|inovativ|
OPTMAL0100|W60587016||OPTIRAY ®  300|SOL. INJ. / PERF.|636mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 50ml solutie injectabila/perfuzabila (3 ani)|V08AB07|715.21|745.21|850.43|MI|inovativ|
OPTMAL0118|W60587020||OPTIRAY ®  300|SOL. INJ. / PERF.|636mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 100ml solutie injectabila/perfuzabila pentru injectomat (3 ani)|V08AB07|1222.88|1252.88|1403.79|MI|inovativ|
OPTMAL0126|W60589004||OPTIRAY ®  350|SOL. INJ. / PERF.|741mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 50ml solutie injectabila/perfuzabila (3 ani)|V08AB07|612.4|642.4|738.37|MI|inovativ|
OPTMAL0134|W60589006||OPTIRAY ®  350|SOL. INJ. / PERF.|741mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 100ml solutie injectabila/perfuzabila (3 ani)|V08AB07|1314.2|1344.2|1503.33|MI|inovativ|
OPTMAL0142|W60589008||OPTIRAY ®  350|SOL. INJ. / PERF.|741mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 200ml solutie injectabila/perfuzabila (3 ani)|V08AB07|2273.8|2303.8|2549.29|MI|inovativ|
OPTMAL0150|W60589012||OPTIRAY ®  350|SOL. INJ. / PERF.|741mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 50ml solutie injectabila/perfuzabila (3 ani)|V08AB07|873.68|903.68|1023.16|MI|inovativ|
OPTMAL0168|W60589016||OPTIRAY ®  350|SOL. INJ. / PERF.|741mg/ml|MALLINCKRODT DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 100ml solutie injectabila/perfuzabila pentru injectomat (3 ani)|V08AB07|1426.71|1456.7|1625.96|MI|inovativ|
OPTTYC0012|W54005006|!|OPTIRAY®  300|SOL. INJ. / PERF.|636mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 50ml solutie injectabila/perfuzabila (3 ani)|V08AB07|570.6|600.6|692.8|MI|inovativ|DC
OPTTYC0020|W54005010|!|OPTIRAY®  300|SOL. INJ. / PERF.|636mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 100ml solutie injectabila/perfuzabila (3 ani)|V08AB07|1079.9|1109.9|1247.94|MI|inovativ|DC
OPTTYC0038|W54005016|!|OPTIRAY®  300|SOL. INJ. / PERF.|636mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 50ml solutie injectabila/perfuzabila(3 ani)|V08AB07|715.21|745.21|850.43|MI|inovativ|DC
OPTTYC0046|W54005020|!|OPTIRAY®  300|SOL. INJ. / PERF.|636mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 100ml solutie injectabila/perfuzabila pentru injectomat (3 ani)|V08AB07|1222.88|1252.88|1403.79|MI|inovativ|DC
OPTTYC0054|W54003004|!|OPTIRAY®  350|SOL. INJ. / PERF.|741mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 50ml solutie injectabila/perfuzabila (3 ani)|V08AB07|612.4|642.4|738.37|MI|inovativ|DC
OPTTYC0062|W54003006|!|OPTIRAY®  350|SOL. INJ. / PERF.|741mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 100ml solutie injectabila/perfuzabila (3 ani)|V08AB07|1314.2|1344.2|1503.33|MI|inovativ|DC
OPTTYC0070|W54003008|!|OPTIRAY®  350|SOL. INJ. / PERF.|741mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 flacoane din sticla x 200ml solutie injectabila/perfuzabila (3 ani)|V08AB07|2273.8|2303.8|2549.29|MI|inovativ|DC
OPTTYC0088|W54003012|!|OPTIRAY®  350|SOL. INJ. / PERF.|741mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 50ml solutie injectabila/perfuzabila(3 ani)|V08AB07|873.68|903.68|1023.16|MI|inovativ|DC
OPTTYC0096|W54003016|!|OPTIRAY®  350|SOL. INJ. / PERF.|741mg/ml|COVIDIEN DEUTSCHLAND GMBH - GERMANIA|IOVERSOLUM|Cutie x 10 seringi preumplute din PP x 100ml solutie injectabila/perfuzabila pentru injectomat (3 ani)|V08AB07|1426.71|1456.7|1625.96|MI|inovativ|DC
ORASTA0012|W55365001||ORALAIR 100 IR & 300 IR|COMPR. SUBLING.|100 IR & 300 IR|STALLERGENES SA - FRANTA|EXTRACT DE ALERGEN DE POLEN DE GRAMINEE|Cutie x 1 blister mic PA-Al-PVC/Al x 3 comprimate sublinguale de 100IR + 1 blister mare din PA-Al-PVC/Al x 28 comprimate sublinguale de 300 IR (2 ani)|V01AA02|351.88|381.88|454.4|MI|inovativ|
ORASTA0020|W55366001||ORALAIR 300 IR|COMPR. SUBLING.|300 IR|STALLERGENES SA - FRANTA|EXTRACT DE ALERGEN DE POLEN DE GRAMINEE|Cutie x 1 blister PA-Al-PVC/Al x 30 comprimate sublinguale (2 ani)|V01AA02|351.88|381.88|454.4|MI|inovativ|
OREBRI0011|W52073001||ORENCIA|PULB. PT. CONC. PT. SOL. PERF.|250mg|BRISTOL-MYERS SQUIBB PHARMA EEIG - MAREA BRITANIE|ABATACEPTUM|Cutie x 1 flacon x 250mg pulbere + 1 seringa (2 ani)|L04AA24|1232.93|1262.92|1414.74|MI|inovativ|
OREBRI0029|W59338005||ORENCIA|SOL. INJ. IN SERINGA PREUMPLUTA|125mg/ml|BRISTOL-MYERS SQUIBB PHARMA EEIG - MAREA BRITANIE|ABATACEPTUM|Cutie x 4 seringi preumplute din sticla cu ac gradata x 125mg/ml solutie injectabila (2 ani)|L04AA24|4016.5|4046.5|4448.84|MI|inovativ|
ORFSWE0039|W51629001||ORFADIN 10mg|CAPS.|10mg|SWEDISH ORPHAN INTERNATIONAL AB - SUEDIA|NITISINONUM|Cutie x 1 flacon din PEID x 60 capsule (18 luni)|A16AX04|12772.94|12802.92|13993.35|MO|orfan|
ORFSWE0013|W51622001||ORFADIN 2mg|CAPS.|2mg|SWEDISH ORPHAN INTERNATIONAL AB - SUEDIA|NITISINONUM|Cutie x 1 flacon din PEID x 60 capsule (18 luni)|A16AX04|3492.06|3522.06|3877.2|MO|orfan|
ORFSWE0021|W51627001||ORFADIN 5mg|CAPS.|5mg|SWEDISH ORPHAN INTERNATIONAL AB - SUEDIA|NITISINONUM|Cutie x 1 flacon din PEID x 60 capsule (18 luni)|A16AX04|6984.12|7014.11|7683.54|MO|orfan|
ORFDES0060|W00201002||ORFIRIL - 150|COMPR. FILM. GASTROREZ.|150mg|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 1 flac. x 100 compr.film.gastrorez; (5 ani)|N03AG01|10.0|11.4|15.41|MG|generic|
ORFDES0078|W00202002||ORFIRIL - 300|COMPR. FILM. GASTROREZ.|300mg|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 1 flac. x 100 compr.film.gastrorez; (5 ani)|N03AG01|14.53|16.57|22.39|MG|generic|
ORFDES0094|W00204001||ORFIRIL - 600|COMPR. FILM. GASTROREZ.|600mg|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 1 flac. x 50 compr.film.gastrorez; (5 ani)|N03AG01|14.0|15.96|21.57|MG|generic|
ORFDES0028|W08721001||ORFIRIL LONG 150mg|CAPS. MINICOMP. ELIB. PREL.|150mg|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 1 flac. x 50 caps. cu minicompr. cu elib. prelung. (3 ani)|N03AG01|11.37|12.96|17.52|MG|generic|
ORFDES0036|W08722001||ORFIRIL LONG 300mg|CAPS. MINICOMP. ELIB. PREL.|300mg|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 1 flac. x 50 caps. cu minicompr. cu elib. prelung. (3 ani)|N03AG01|17.37|19.8|26.76|MG|generic|
ORFDES0044|W10222001||ORFIRIL LONG 500mg|MINPLIC. MINICP. ELIB. PREL.|500mg|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 50 miniplicuri. cu minicompr. cu elib. prelung. (3 ani)|N03AG01|23.63|26.94|35.24|MG|generic|
ORFDES0010|W00200001||ORFIRIL SIROP|SIROP|300mg/5ml|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 1 flacon x 250ml + lingurita dozatoare PP a 5ml (5 ani)|N03AG01|12.49|14.23|19.24|MG|generic|
ORFDES0052|W08325001||ORFIRIL®  LONG 1000mg|MINPLIC. MINICP. ELIB. PREL.|1000mg|DESITIN ARZNEIMITTEL GmbH - GERMANIA|ACIDUM VALPROICUM + SARURI|Cutie x 50 miniplicuri. cu minicompr. cu elib. prelung. (3 ani)|N03AG01|67.03|75.07|94.92|MG|generic|
ORGORG0010|W08401001||ORGALUTRAN 0.25mg/0.5ml|SOL. INJ.|0.25mg/0.5ml|N.V. ORGANON - OLANDA|GANIRELIXUM|Cutie x 1 seringa preumpluta x 0,5ml; (24 luni)|H01CC01|131.72|144.89|176.88||inovativ|
ORGORG0028|W04045001||ORGAMETRIL|COMPR.|5mg|ORGANON - OLANDA|LYNESTRENOLUM|Cutie x 1 blister x 30 comprimate (5 ani)|G03DC03|5.92|6.75|9.12||inovativ|
OROPIE0015|W58243002||OROPERIDYS 10mg|COMPR. ORODISP.|10mg|PIERRE FABRE MEDICAMENT - FRANTA|DOMPERIDONUM|Cutie x blister PVC-PE-PVDC/Al x 30 comprimate orodispersabile (3 ani)|A03FA03|16.27|18.55|25.07|MG|inovativ|
ORTLEK0032|W14125001||ORTANOL 40mg|CAPS. GASTROREZ.|40mg|LEK PHARMACEUTICALS D.D. - SLOVENIA|OMEPRAZOLUM|Cutie x 1 blister Al/Al x 7 capsule gastrorezistente (2 ani)|A02BC01|5.21|5.94|8.03|MG|generic|
ORTLEK0040|W56195002||ORTANOL ®  20mg|CAPS. GASTROREZ.|20mg|LEK PHARMACEUTICALS D.D. - SLOVENIA|OMEPRAZOLUM|Cutie x 2 blistere Al/Al x 7 capsule gastrorezistente (2 ani)|A02BC01|5.24|5.97|8.07|MG|generic|
ORUJAN0015|W03837002||ORUNGAL|CAPS.|100mg|JANSSEN PHARMACEUTICA NV - BELGIA|ITRACONAZOLUM|Cutie x 3 blist. x 5 caps. (3 ani)|J02AC02|54.32|60.84|76.92|MI|inovativ|
OSAZEN0022|W57485004||OSAGRAND 150mg|COMPR. FILM.|150mg|ZENTIVA KS - REPUBLICA CEHA|ACIDUM IBANDRONICUM|Cutie x 1 blister OPA-Al-PVC/Al x 1 comprimat filmat (2 ani)|M05BA06|26.02|29.66|38.8|MG|generic|
OSAZEN0014|W57484001||OSAGRAND 3mg/3ml|SOL. INJ.|3mg/3ml|ZENTIVA KS - REPUBLICA CEHA|ACIDUM IBANDRONICUM|Cutie x 1 fiola din sticla incolora x 3ml solutie injectabila (2 ani)|M05BA06|202.14|222.35|271.45|MG|generic|
OSEDRR0098|W56153001||OSETRON 4mg|COMPR. FILM.|4mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|ONDANSETRONUM|Cutie x 10 comprimate filmate (3 ani)|A04AA01|12.36|14.09|19.04|MG|generic|
OSEDRR0135|W56153001||OSETRON 4mg|COMPR. FILM.|4mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|ONDANSETRONUM|Cutie x blister Al-PVDC/PVC x 10 comprimate filmate (3 ani)|A04AA01|12.36|14.09|19.04|MG|generic|
OSEDRR0101|W57423001||OSETRON 4mg SOLUTIE INJECTABILA|SOL. INJ.|2mg/ml-2ml|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|ONDANSETRONUM|Cutie x 1 blister Al/PVC x 5 fiole x 2ml solutie injectabila (3 ani)|A04AA01|15.44|17.6|23.79|MG|generic|
OSEDRR0119|W56154001||OSETRON 8mg|COMPR. FILM.|8mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|ONDANSETRONUM|Cutie x 10 comprimate filmate (3 ani)|A04AA01|21.62|24.64|33.31|MG|generic|
OSEDRR0143|W56154001||OSETRON 8mg|COMPR. FILM.|8mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|ONDANSETRONUM|Cutie x blister Al-PVDC/PVC x 10 comprimate filmate (3 ani)|A04AA01|21.62|24.64|33.31|MG|generic|
OSEDRR0127|W57424001||OSETRON 8mg SOLUTIE INJECTABILA|SOL. INJ.|2mg/ml-4ml|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|ONDANSETRONUM|Cutie x 5 fiole x 4ml (3 ani)|A04AA01|29.34|33.45|43.75|MG|generic|
OSMBBR0010|W08255001||OSMOFUNDIN 15% N|SOL. PERF.|15%|B. BRAUN MELSUNGEN AG - GERMANIA|MANNITOLUM|Cutie x 1 flacon din sticla transparenta x 100ml solutie perfuzabila (5 ani)|B05BC01|2.68|3.06|4.13|MP|inovativ|
OSMBBR0028|W08255003||OSMOFUNDIN 15% N|SOL. PERF.|15%|B. BRAUN MELSUNGEN AG - GERMANIA|MANNITOLUM|Cutie x 1 flacon x 250ml solutie perfuzabila (5 ani)|B05BC01|3.74|4.26|5.76|MP|inovativ|
OSMBBR0036|W08255002||OSMOFUNDIN 15% N|SOL. PERF.|15%|B. BRAUN MELSUNGEN AG - GERMANIA|MANNITOLUM|Cutie x 10 flacoane din sticla transparenta x 100ml solutia perfuzabila (5 ani)|B05BC01|26.85|30.61|40.04|MP|inovativ|
OSMBBR0044|W08255004||OSMOFUNDIN 15% N|SOL. PERF.|15%|B. BRAUN MELSUNGEN AG - GERMANIA|MANNITOLUM|Cutie x 10 flacoane din sticla transparenta x 250ml solutie perfuzabila (5 ani)|B05BC01|37.49|42.74|55.9|MP|inovativ|
OSOTER0018|W55565003||OSODENS 35mg|COMPR. FILM.|35mg|TERAPIA SA - ROMANIA|ACIDUM RISEDRONICUM|Cutie x blistere OPA-Al-PVC/Al x 4 comprimate filmate (2 ani)|M05BA07|30.36|34.61|45.27|MG|generic|
OSPBIO0059|W41600001||OSPAMOX 1000mg|COMPR. FILM.|1g|SANDOZ GmbH - AUSTRIA|AMOXICILLINUM|Cutie x 2 blistere PVC-PVDC/Al x 6 comprimate filmate (4 ani)|J01CA04|7.55|8.6|11.63|MG|generic|
OSPBIO0017|W41580002||OSPAMOX 125mg/5ml|PULB. PT. SUSP. ORALA|125mg/5ml|BIOCHEMIE GmbH / SANDOZ GmbH - AUSTRIA|AMOXICILLINUM|Cutie x 1 flac. x 5,1g pulb. pt. 60ml susp. orala + 1 lingurita dozatoare (3 ani)|J01CA04|2.95|3.37|4.55|MG|generic|
OSPBIO0025|W41579001||OSPAMOX 250mg|CAPS.|250mg|SANDOZ GmbH - AUSTRIA|AMOXICILLINUM|Cutie x 2 blistere din Al-PVC/PVdC x 6 caps. (4 ani)|J01CA04|2.88|3.28|4.44|MG|generic|
OSPBIO0033|W00388002||OSPAMOX 250mg/5ml|PULB. PT. SUSP. ORALA|250mg/5ml|SANDOZ GmbH - AUSTRIA|AMOXICILLINUM|Cutie x 1 flac. x 6,6g pulb. pt. 60ml susp. orala + 1 lingurita dozatoare (3 ani)|J01CA04|3.17|3.61|4.88|MG|generic|
OSPBIO0041|W41578001||OSPAMOX 500mg|COMPR. FILM.|500mg|SANDOZ GmbH - AUSTRIA|AMOXICILLINUM|Cutie x 2 blistere din PVC-PVDC/Al x 6 comprimate filmate (4 ani)|J01CA04|3.69|4.21|5.69|MG|generic|
OSPSAN0016|W55413001||OSPEN 400.000UI/5ml|SUSP. ORALA|400.000UI/5ml|SANDOZ GmbH - AUSTRIA|PHENOXYMETHYLPENICILLINUM|Cutie x 1 flacon din sticla bruna x 60ml suspensie orala, cu capac si lingurita dozatoare, gradata la 1.25ml,2.5ml si 5ml (3 ani)|J01CE02|5.6|6.39|8.63|MG|generic|
OSPSAN0024|W41594003||OSPEN ®  1500|COMPR. FILM.|1500000UI|SANDOZ GmbH - AUSTRIA|PHENOXYMETHYLPENICILLINUM|Cutie x 2 blistere Al/PVC-PVDC x 6 comprimate filmate (4 ani)|J01CE02|3.96|4.51|6.1|MG|generic|
OSPBIO0091|W41595001||OSPEN®  1000|COMPR. FILM.|1000000ui|SANDOZ GmbH - AUSTRIA|PHENOXYMETHYLPENICILLINUM|Cutie x 1 blist. Al/PVC-PVDC x 12 compr. film.; (4 ani)|J01CE02|2.25|2.57|3.47|MG|generic|
OSPBIO0146|W41596001||OSPEN®  500|COMPR. FILM.|500000UI|SANDOZ GmbH - AUSTRIA|PHENOXYMETHYLPENICILLINUM|Cutie x 1 blist. Al/PVC-PVDC x 12 compr. film.; (4 ani)|J01CE02|1.7|1.94|2.62|MG|generic|
OSPBIO0225|W41665001||OSPEXIN 1000mg|COMPR. FILM.|1000mg|SANDOZ GmbH - AUSTRIA|CEFALEXINUM|Cutie x 2 blist. PVC-PVDC/Al x 6 comprimate filmate; (4 ani)|J01DB01|10.25|11.68|15.79|MG|generic|
OSPBIO0196|W41666001||OSPEXIN 500mg|COMPR. FILM.|500mg|SANDOZ GmbH - AUSTRIA|CEFALEXINUM|Cutie x 1 blister PVC-PVDC/Al x  12 compr.film.; (4 ani)|J01DB01|7.71|8.79|11.88|MG|generic|
OSPBIO0162|W41664001||OSPEXIN®  125mg/5ml|GRAN. PT. SUSP. ORALA|125mg/5ml|SANDOZ GmbH - AUSTRIA|CEFALEXINUM|Cutie x 1 flac. x 33g granule pt. 60ml susp. orala + 1 lingurita PP; (3 ani)|J01DB01|4.94|5.63|7.61|MG|generic|
OSPBIO0170|W41667001||OSPEXIN®  250mg|CAPS.|250mg|SANDOZ GmbH - AUSTRIA|CEFALEXINUM|Cutie x 1 blist. PVC-PVDC/Al x 12 caps.; (4 ani)|J01DB01|4.64|5.29|7.15|MG|generic|
OSPBIO0188|W41651001||OSPEXIN®  250mg/5ml|GRAN. PT. SUSP. ORALA|250mg/5ml|SANDOZ GmbH - AUSTRIA|CEFALEXINUM|Cutie x 1 flac. x 33g granule pt. 60ml susp.+ lingurita dozatoare x 5ml; (3 ani)|J01DB01|6.25|7.12|9.63|MG|generic|
OSPEGI0016|W59167001||OSPORIL 4mg/5ml|CONC. PT. SOL. PERF.|4mg/5ml|EGIS PHARMACEUTICALS PLC - UNGARIA|ACIDUM ZOLEDRONICUM|"Cutie x 1 flacon din sticla incolora cu capacitate de 5ml cu capac din cauciuc bromobutilic sigilat cu capsa din Al, tip ""flip Off"" cu disc de plastic rosu care contine conc. pt. sol. perf. (3 ani)"|M05BA08|646.71|676.71|775.76|MG|generic|
OSSLAB0014|W42094002||OSSEOR 2g|GRAN. PT. SUSP. ORALA|2g|LES LABORATOIRES SERVIER - FRANTA|STRONTIUM RANELATUM|Cutie x 14 plicuri din hartie/polietilena/Al/polietilena cu granule pt. suspensie orala (3 ani)|M05BX03|73.96|82.84|104.74|MI|inovativ|
OSSLAB0022|W42094003||OSSEOR 2g|GRAN. PT. SUSP. ORALA|2g|LES LABORATOIRES SERVIER - FRANTA|STRONTIUM RANELATUM|Cutie x 28 plicuri din hartie/polietilena/Al/polietilena cu granule pt. suspensie orala (3 ani)|M05BX03|130.02|143.02|174.6|MI|inovativ|
OSSGED0017|W55441001||OSSICA 150mg|COMPR. FILM.|150mg|GEDEON RICHTER PLC - UNGARIA|ACIDUM IBANDRONICUM|Cutie x 1 blister PVC-PE-PVDC/Al x 1 comprimat filmat (2 ani)|M05BA06|31.86|36.32|47.51|MG|generic|
